Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Begin Date,Begin Hour,Begin Date Time,Begin Path,Begin File,File Offset (s),Delta Time (s),Energy,Tag,Notes,publicid
1,Spectrogram 1,1,745322.795,745392.795,3.2,140.5,1/27/2016,17,02:02.8,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160127\L7910NZ01_002K_M05_multi_20160127_170000Z.aif,L7910NZ01_002K_M05_multi_20160127_170000Z.aif,122.795,70,10.869,EQ,,2016p072185
2,Spectrogram 1,2,745322.236,745392.236,0,142.1,1/27/2016,17,02:02.2,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160127\L7910NZ01_002K_M05_multi_20160127_170000Z.aif,L7910NZ01_002K_M05_multi_20160127_170000Z.aif,122.236,70,16.026,EQ,,2016p072185
2,Spectrogram 1,5,745322.236,745392.236,0,142.1,1/27/2016,17,02:02.2,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160127\L7910NZ01_002K_M05_multi_20160127_170000Z.aif,L7910NZ01_002K_M05_multi_20160127_170000Z.aif,122.236,70,14.745,EQ,,2016p072185
3,Spectrogram 1,3,745322.795,745392.795,0,142.1,1/27/2016,17,02:02.8,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160127\L7910NZ01_002K_M05_multi_20160127_170000Z.aif,L7910NZ01_002K_M05_multi_20160127_170000Z.aif,122.795,70,26.63,EQ,,2016p072185
3,Spectrogram 1,4,745322.795,745392.795,0,142.1,1/27/2016,17,02:02.8,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160127\L7910NZ01_002K_M05_multi_20160127_170000Z.aif,L7910NZ01_002K_M05_multi_20160127_170000Z.aif,122.795,70,23.797,EQ,,2016p072185
6,Spectrogram 1,1,865346.8319,865451.925,0,140.9,1/29/2016,2,22:26.8,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160129\L7910NZ01_002K_M05_multi_20160129_021500Z.aif,L7910NZ01_002K_M05_multi_20160129_021500Z.aif,446.832,105.0931,17.224,EQ,,2016p075939
7,Spectrogram 1,2,865335.0928,865449.689,0,148.2,1/29/2016,2,22:15.1,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160129\L7910NZ01_002K_M05_multi_20160129_021500Z.aif,L7910NZ01_002K_M05_multi_20160129_021500Z.aif,435.093,114.5962,24.218,EQ,,2016p075939
8,Spectrogram 1,3,865326.7077,865451.925,0,146.3,1/29/2016,2,22:06.7,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160129\L7910NZ01_002K_M05_multi_20160129_021500Z.aif,L7910NZ01_002K_M05_multi_20160129_021500Z.aif,426.7075,125.2173,38.468,EQ,,2016p075939
9,Spectrogram 1,4,865334.5338,865453.043,0,140.9,1/29/2016,2,22:14.5,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160129\L7910NZ01_002K_M05_multi_20160129_021500Z.aif,L7910NZ01_002K_M05_multi_20160129_021500Z.aif,434.534,118.5093,28.92,EQ,,2016p075939
10,Spectrogram 1,5,865341.8008,865452.484,1.8,144.5,1/29/2016,2,22:21.8,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160129\L7910NZ01_002K_M05_multi_20160129_021500Z.aif,L7910NZ01_002K_M05_multi_20160129_021500Z.aif,441.801,110.6832,19.111,EQ,,2016p075939
11,Spectrogram 1,1,1156041.866,1156135.547,0,150,2/1/2016,11,07:21.9,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160201\L7910NZ01_002K_M05_multi_20160201_110000Z.aif,L7910NZ01_002K_M05_multi_20160201_110000Z.aif,441.8665,93.6806,9.017,EQ,,2016p085032
12,Spectrogram 1,2,1156040.913,1156149.919,0,144.1,2/1/2016,11,07:20.9,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160201\L7910NZ01_002K_M05_multi_20160201_110000Z.aif,L7910NZ01_002K_M05_multi_20160201_110000Z.aif,440.913,109.0062,20.373,EQ,,2016p085032
13,Spectrogram 1,3,1156043.149,1156140.416,0,141,2/1/2016,11,07:23.1,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160201\L7910NZ01_002K_M05_multi_20160201_110000Z.aif,L7910NZ01_002K_M05_multi_20160201_110000Z.aif,443.149,97.2671,32.047,EQ,,2016p085032
14,Spectrogram 1,4,1156042.59,1156149.919,0,147.1,2/1/2016,11,07:22.6,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160201\L7910NZ01_002K_M05_multi_20160201_110000Z.aif,L7910NZ01_002K_M05_multi_20160201_110000Z.aif,442.59,107.3292,25.561,EQ,,2016p085032
15,Spectrogram 1,5,1156048.739,1156159.981,0,147.1,2/1/2016,11,07:28.7,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160201\L7910NZ01_002K_M05_multi_20160201_110000Z.aif,L7910NZ01_002K_M05_multi_20160201_110000Z.aif,448.739,111.2422,11.684,EQ,,2016p085032
16,Spectrogram 1,2,1200785.075,1200879.547,0,144,2/1/2016,23,33:05.1,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160201\L7910NZ01_002K_M05_multi_20160201_233000Z.aif,L7910NZ01_002K_M05_multi_20160201_233000Z.aif,185.0745,94.472,16.352,EQ,,2016p086432
17,Spectrogram 1,3,1200787.87,1200899.671,0,141.9,2/1/2016,23,33:07.9,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160201\L7910NZ01_002K_M05_multi_20160201_233000Z.aif,L7910NZ01_002K_M05_multi_20160201_233000Z.aif,187.8695,111.8012,25.853,EQ,,2016p086432
18,Spectrogram 1,4,1200788.429,1200880.665,0,146,2/1/2016,23,33:08.4,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160201\L7910NZ01_002K_M05_multi_20160201_233000Z.aif,L7910NZ01_002K_M05_multi_20160201_233000Z.aif,188.4285,92.236,18.313,EQ,,2016p086432
19,Spectrogram 1,1,1809668.988,1809850.665,0,142,2/9/2016,0,41:09.0,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160209\L7910NZ01_002K_M05_multi_20160209_003000Z.aif,L7910NZ01_002K_M05_multi_20160209_003000Z.aif,668.9875,181.677,38.138,EQ,,2016p105478
20,Spectrogram 1,2,1809665.075,1809760.665,0,144,2/9/2016,0,41:05.1,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160209\L7910NZ01_002K_M05_multi_20160209_003000Z.aif,L7910NZ01_002K_M05_multi_20160209_003000Z.aif,665.0745,95.5901,43.029,EQ,,2016p105478
21,Spectrogram 1,3,1809656.13,1809760.665,0,145.9,2/9/2016,0,40:56.1,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160209\L7910NZ01_002K_M05_multi_20160209_003000Z.aif,L7910NZ01_002K_M05_multi_20160209_003000Z.aif,656.1305,104.5342,45.851,EQ,,2016p105478
22,Spectrogram 1,4,1809653.894,1809770.727,0,146,2/9/2016,0,40:53.9,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160209\L7910NZ01_002K_M05_multi_20160209_003000Z.aif,L7910NZ01_002K_M05_multi_20160209_003000Z.aif,653.8945,116.8323,46,EQ,,2016p105478
23,Spectrogram 1,5,1809655.012,1809725.447,0,174,2/9/2016,0,40:55.0,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160209\L7910NZ01_002K_M05_multi_20160209_003000Z.aif,L7910NZ01_002K_M05_multi_20160209_003000Z.aif,655.0125,70.4348,41.978,EQ,,2016p105478
24,Spectrogram 1,2,1984746.193,1984819.981,0,162,2/11/2016,1,19:06.2,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160211\L7910NZ01_002K_M05_multi_20160211_011500Z.aif,L7910NZ01_002K_M05_multi_20160211_011500Z.aif,246.1925,73.7888,27.286,EQ,,2016p110956
25,Spectrogram 1,3,1984736.689,1984819.981,0,143.9,2/11/2016,1,18:56.7,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160211\L7910NZ01_002K_M05_multi_20160211_011500Z.aif,L7910NZ01_002K_M05_multi_20160211_011500Z.aif,236.6895,83.2919,40.054,EQ,,2016p110956
26,Spectrogram 1,4,1984751.783,1984821.658,0,146,2/11/2016,1,19:11.8,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160211\L7910NZ01_002K_M05_multi_20160211_011500Z.aif,L7910NZ01_002K_M05_multi_20160211_011500Z.aif,251.7825,69.8758,28.664,EQ,,2016p110956
27,Spectrogram 1,1,1984761.286,1984840.106,0,142,2/11/2016,1,19:21.3,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160211\L7910NZ01_002K_M05_multi_20160211_011500Z.aif,L7910NZ01_002K_M05_multi_20160211_011500Z.aif,261.2855,78.8199,15.011,EQ,,2016p110956
28,Spectrogram 1,5,1984762.963,1984850.168,0,148,2/11/2016,1,19:23.0,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160211\L7910NZ01_002K_M05_multi_20160211_011500Z.aif,L7910NZ01_002K_M05_multi_20160211_011500Z.aif,262.9625,87.205,15.199,EQ,,2016p110956
29,Spectrogram 1,1,2444823.77,2444900.354,0,144,2/16/2016,9,07:03.8,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160216\L7910NZ01_002K_M05_multi_20160216_090000Z.aif,L7910NZ01_002K_M05_multi_20160216_090000Z.aif,423.77,76.5839,13.691,EQ,,2016p125347
30,Spectrogram 1,2,2444809.795,2444900.354,0,144,2/16/2016,9,06:49.8,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160216\L7910NZ01_002K_M05_multi_20160216_090000Z.aif,L7910NZ01_002K_M05_multi_20160216_090000Z.aif,409.795,90.559,22.455,EQ,,2016p125347
31,Spectrogram 1,3,2444803.087,2444899.795,0,145.9,2/16/2016,9,06:43.1,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160216\L7910NZ01_002K_M05_multi_20160216_090000Z.aif,L7910NZ01_002K_M05_multi_20160216_090000Z.aif,403.087,96.7081,38.159,EQ,,2016p125347
32,Spectrogram 1,4,2444814.826,2444881.907,0,140,2/16/2016,9,06:54.8,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160216\L7910NZ01_002K_M05_multi_20160216_090000Z.aif,L7910NZ01_002K_M05_multi_20160216_090000Z.aif,414.826,67.0807,21.825,EQ,,2016p125347
33,Spectrogram 1,5,2444826.006,2444894.764,0,148,2/16/2016,9,07:06.0,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160216\L7910NZ01_002K_M05_multi_20160216_090000Z.aif,L7910NZ01_002K_M05_multi_20160216_090000Z.aif,426.006,68.7578,8.085,EQ,,2016p125347
34,Spectrogram 1,3,2499890.727,2499960.602,0,148,2/17/2016,0,24:50.7,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160217\L7910NZ01_002K_M05_multi_20160217_001500Z.aif,L7910NZ01_002K_M05_multi_20160217_001500Z.aif,590.7265,69.8758,18.664,EQ,,2016p127070
35,Spectrogram 1,4,2499893.522,2499960.602,0,148,2/17/2016,0,24:53.5,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160217\L7910NZ01_002K_M05_multi_20160217_001500Z.aif,L7910NZ01_002K_M05_multi_20160217_001500Z.aif,593.5215,67.0807,10.357,EQ,,2016p127070
36,Spectrogram 1,3,2535124.329,2535188.056,0,141.9,2/17/2016,10,12:04.3,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160217\L7910NZ01_002K_M05_multi_20160217_100000Z.aif,L7910NZ01_002K_M05_multi_20160217_100000Z.aif,724.329,63.7267,17.807,EQ,,2016p128172
37,Spectrogram 1,4,2535126.006,2535186.938,0,142,2/17/2016,10,12:06.0,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160217\L7910NZ01_002K_M05_multi_20160217_100000Z.aif,L7910NZ01_002K_M05_multi_20160217_100000Z.aif,726.006,60.9317,11.616,EQ,,2016p128172
38,Spectrogram 1,1,2573298.491,2573378.988,0,144,2/17/2016,20,48:18.5,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160217\L7910NZ01_002K_M05_multi_20160217_204500Z.aif,L7910NZ01_002K_M05_multi_20160217_204500Z.aif,198.4905,80.4969,12.512,EQ,,2016p129367
39,Spectrogram 1,4,2573297.373,2573360.54,0,144,2/17/2016,20,48:17.4,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160217\L7910NZ01_002K_M05_multi_20160217_204500Z.aif,L7910NZ01_002K_M05_multi_20160217_204500Z.aif,197.3725,63.1677,17.251,EQ,,2016p129367
40,Spectrogram 1,5,2573306.876,2573370.602,0,144,2/17/2016,20,48:26.9,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160217\L7910NZ01_002K_M05_multi_20160217_204500Z.aif,L7910NZ01_002K_M05_multi_20160217_204500Z.aif,206.876,63.7267,9.296,EQ,,2016p129367
41,Spectrogram 1,1,2941920.416,2942019.919,0,134,2/22/2016,3,12:00.4,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160222\L7910NZ01_002K_M05_multi_20160222_030000Z.aif,L7910NZ01_002K_M05_multi_20160222_030000Z.aif,720.416,99.5031,17.794,EQ,,2016p140897
42,Spectrogram 1,2,2941907.559,2942000.354,0,148,2/22/2016,3,11:47.6,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160222\L7910NZ01_002K_M05_multi_20160222_030000Z.aif,L7910NZ01_002K_M05_multi_20160222_030000Z.aif,707.559,92.795,22.532,EQ,,2016p140897
43,Spectrogram 1,3,2941899.733,2942000.354,0,143.9,2/22/2016,3,11:39.7,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160222\L7910NZ01_002K_M05_multi_20160222_030000Z.aif,L7910NZ01_002K_M05_multi_20160222_030000Z.aif,699.733,100.6211,34.092,EQ,,2016p140897
44,Spectrogram 1,4,2941903.087,2941999.795,0,142,2/22/2016,3,11:43.1,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160222\L7910NZ01_002K_M05_multi_20160222_030000Z.aif,L7910NZ01_002K_M05_multi_20160222_030000Z.aif,703.087,96.7081,26.218,EQ,,2016p140897
45,Spectrogram 1,5,2941912.59,2942000.354,0,142,2/22/2016,3,11:52.6,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160222\L7910NZ01_002K_M05_multi_20160222_030000Z.aif,L7910NZ01_002K_M05_multi_20160222_030000Z.aif,712.59,87.764,21.522,EQ,,2016p140897
46,Spectrogram 1,1,3030038.981,3030099.913,0,144,2/23/2016,3,40:39.0,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160223\L7910NZ01_002K_M05_multi_20160223_033000Z.aif,L7910NZ01_002K_M05_multi_20160223_033000Z.aif,638.9815,60.9317,8.609,EQ,,2016p143653
47,Spectrogram 1,2,3030036.186,3030101.59,0,142,2/23/2016,3,40:36.2,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160223\L7910NZ01_002K_M05_multi_20160223_033000Z.aif,L7910NZ01_002K_M05_multi_20160223_033000Z.aif,636.1865,65.4037,16.653,EQ,,2016p143653
48,Spectrogram 1,3,3030036.186,3030140.161,0,145.9,2/23/2016,3,40:36.2,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160223\L7910NZ01_002K_M05_multi_20160223_033000Z.aif,L7910NZ01_002K_M05_multi_20160223_033000Z.aif,636.1865,103.9752,23.591,EQ,,2016p143653
49,Spectrogram 1,4,3030033.95,3030109.975,0,144,2/23/2016,3,40:33.9,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160223\L7910NZ01_002K_M05_multi_20160223_033000Z.aif,L7910NZ01_002K_M05_multi_20160223_033000Z.aif,633.9505,76.0248,24.712,EQ,,2016p143653
50,Spectrogram 1,5,3030038.422,3030120.037,0,144,2/23/2016,3,40:38.4,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160223\L7910NZ01_002K_M05_multi_20160223_033000Z.aif,L7910NZ01_002K_M05_multi_20160223_033000Z.aif,638.4225,81.6149,10.761,EQ,,2016p143653
51,Spectrogram 1,1,3113570.907,3113649.727,0,146,2/24/2016,2,52:50.9,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160224\L7910NZ01_002K_M05_multi_20160224_024500Z.aif,L7910NZ01_002K_M05_multi_20160224_024500Z.aif,470.907,78.8199,26.863,EQ,,2016p146267
52,Spectrogram 1,2,3113580.41,3113660.348,0,146,2/24/2016,2,53:00.4,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160224\L7910NZ01_002K_M05_multi_20160224_024500Z.aif,L7910NZ01_002K_M05_multi_20160224_024500Z.aif,480.41,79.9379,14.724,EQ,,2016p146267
53,Spectrogram 1,3,3113587.677,3113649.727,0,143.9,2/24/2016,2,53:07.7,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160224\L7910NZ01_002K_M05_multi_20160224_024500Z.aif,L7910NZ01_002K_M05_multi_20160224_024500Z.aif,487.677,62.0497,15.906,EQ,,2016p146267
54,Spectrogram 1,4,3113584.323,3113659.789,0,144,2/24/2016,2,53:04.3,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160224\L7910NZ01_002K_M05_multi_20160224_024500Z.aif,L7910NZ01_002K_M05_multi_20160224_024500Z.aif,484.323,75.4658,14.758,EQ,,2016p146267
55,Spectrogram 1,5,3113589.354,3113637.988,0,144,2/24/2016,2,53:09.4,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160224\L7910NZ01_002K_M05_multi_20160224_024500Z.aif,L7910NZ01_002K_M05_multi_20160224_024500Z.aif,489.354,48.6335,8.912,EQ,,2016p146267
56,Spectrogram 1,3,3575116.416,3575189.646,0,148,2/29/2016,11,05:16.4,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160229\L7910NZ01_002K_M05_multi_20160229_110000Z.aif,L7910NZ01_002K_M05_multi_20160229_110000Z.aif,316.416,73.2298,19.632,EQ,,2016p160705
57,Spectrogram 1,4,3575125.36,3575160.578,0,148,2/29/2016,11,05:25.4,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160229\L7910NZ01_002K_M05_multi_20160229_110000Z.aif,L7910NZ01_002K_M05_multi_20160229_110000Z.aif,325.36,35.2174,7.928,EQ,,2016p160705
58,Spectrogram 1,2,3575125.36,3575167.845,0,146,2/29/2016,11,05:25.4,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160229\L7910NZ01_002K_M05_multi_20160229_110000Z.aif,L7910NZ01_002K_M05_multi_20160229_110000Z.aif,325.36,42.4845,8.307,EQ,,2016p160705
59,Spectrogram 1,1,3646620.764,3646682.814,0,144,3/1/2016,6,57:00.8,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160301\L7910NZ01_002K_M05_multi_20160301_064500Z.aif,L7910NZ01_002K_M05_multi_20160301_064500Z.aif,720.764,62.0497,8.521,EQ,,2016p162941
60,Spectrogram 1,2,3646603.435,3646671.075,0,142,3/1/2016,6,56:43.4,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160301\L7910NZ01_002K_M05_multi_20160301_064500Z.aif,L7910NZ01_002K_M05_multi_20160301_064500Z.aif,703.435,67.6398,19.617,EQ,,2016p162941
61,Spectrogram 1,3,3646603.435,3646669.957,0,143.9,3/1/2016,6,56:43.4,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160301\L7910NZ01_002K_M05_multi_20160301_064500Z.aif,L7910NZ01_002K_M05_multi_20160301_064500Z.aif,703.435,66.5217,35.871,EQ,,2016p162941
62,Spectrogram 1,4,3646612.938,3646679.46,0,146,3/1/2016,6,56:52.9,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160301\L7910NZ01_002K_M05_multi_20160301_064500Z.aif,L7910NZ01_002K_M05_multi_20160301_064500Z.aif,712.938,66.5217,16.557,EQ,,2016p162941
63,Spectrogram 1,5,3646626.354,3646700.143,0,144,3/1/2016,6,57:06.4,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160301\L7910NZ01_002K_M05_multi_20160301_064500Z.aif,L7910NZ01_002K_M05_multi_20160301_064500Z.aif,726.354,73.7888,5.467,EQ,,2016p162941
64,Spectrogram 1,1,3794164.491,3794250.019,0,146,3/2/2016,23,56:04.5,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160302\L7910NZ01_002K_M05_multi_20160302_234500Z.aif,L7910NZ01_002K_M05_multi_20160302_234500Z.aif,664.4905,85.528,26.63,EQ,,2016p167557
65,Spectrogram 1,2,3794150.516,3794259.522,0,148,3/2/2016,23,55:50.5,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160302\L7910NZ01_002K_M05_multi_20160302_234500Z.aif,L7910NZ01_002K_M05_multi_20160302_234500Z.aif,650.5155,109.0062,40.293,EQ,,2016p167557
66,Spectrogram 1,3,3794150.516,3794240.516,0,145.9,3/2/2016,23,55:50.5,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160302\L7910NZ01_002K_M05_multi_20160302_234500Z.aif,L7910NZ01_002K_M05_multi_20160302_234500Z.aif,650.5155,90,45.015,EQ,,2016p167557
67,Spectrogram 1,4,3794161.137,3794250.019,0,146,3/2/2016,23,56:01.1,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160302\L7910NZ01_002K_M05_multi_20160302_234500Z.aif,L7910NZ01_002K_M05_multi_20160302_234500Z.aif,661.1365,88.882,34.706,EQ,,2016p167557
68,Spectrogram 1,5,3794172.876,3794270.143,0,146,3/2/2016,23,56:12.9,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160302\L7910NZ01_002K_M05_multi_20160302_234500Z.aif,L7910NZ01_002K_M05_multi_20160302_234500Z.aif,672.876,97.2671,21.011,EQ,,2016p167557
69,Spectrogram 1,1,3906788.59,3906850.64,0,142,3/4/2016,7,13:08.6,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160304\L7910NZ01_002K_M05_multi_20160304_070000Z.aif,L7910NZ01_002K_M05_multi_20160304_070000Z.aif,788.59,62.0497,6.28,EQ,,2016p171079
70,Spectrogram 1,2,3906772.938,3906850.64,0,142,3/4/2016,7,12:52.9,E:\L7910_NZ01_20160119\L7910_NZ01_002K_AIFF\L7910NZ01_002K_M05_20160304\L7910NZ01_002K_M05_multi_20160304_070000Z.aif,L7910NZ01_002K_M05_multi_20160304_070000Z.aif,772.938,77.7019,16.79,EQ,,2016p171079
